doi,year,authors,title,journal,citations,relevance,crop,metric_used,selection_method,contribution,url
10.3390/plants15081249,2026,"Hasanaklou HT, Sinkovič L, Papa R, Bitocchi E, Bellucci E, Dolničar P, Pipan B.",Uncovering Phenotypic Variation in Common Bean (&lt;i&gt;Phaseolus vulgaris&lt;/i&gt; L.): Insights from the INCREASE Project.,,0,2,common bean,phenotypic diversity via multivariate analysis; core collection composition,core collection (R-core) with multi-trait selection indices,Core collection phenotypic characterization and multi-trait ranking; context for diversity-based selection but not explicit optimization.,https://doi.org/10.3390/plants15081249
10.1111/tpj.70936,2026,"Fukuda H, Fukuda A, Sakamoto T, Kawahara Y, Naito K, Kawakatsu T, Yonemaru JI, Ogawa D.",Dissecting Agronomically favorable genotypes in temperate japonica rice via haplotype analysis of a Japan-MAGIC population.,,0,2,rice (temperate japonica),allele/haplotype conservation in modern cultivars,haplotype analysis with multi-parent advanced-generation intercross population,Shows distinct selection pressures on loci; haplotype structure guides elite cultivar assembly but not explicit diversity-constrained selection.,https://doi.org/10.1111/tpj.70936
10.1007/s00122-025-05053-0,2025,"Blower A, Ray RV, Rawsthorne S, Howell PJ, Leigh FJ, Kanyuka K.","Harnessing primary, secondary and tertiary genepools for durable wheat disease resistance.",,0,2,wheat,"genepool classification, disease-resistance loci diversity","marker-assisted selection, genomic selection, genome editing for exotic germplasm introgression",Reviews harnessing primary-tertiary genepools and alien gene transfer; strategic diversity-broadening framework for breeding.,https://doi.org/10.1007/s00122-025-05053-0
10.1631/jzus.b2400339,2025,"Zhou Y, Liu N, Yang J, Chen B, Li C, Bu F, Wu S, Zhou Z, Yu Q, Shu Q.","Genomic insights into the diversity of rice cultivars developed in Heilongjiang Province, China.",,0,2,rice,"SNPs, InDels, population structure, selective sweep analysis",,Quantifies genetic diversity by markers; identifies narrowing in recent breeding but no selection method.,https://doi.org/10.1631/jzus.b2400339
10.1186/s12864-025-12323-0,2025,"Marcotuli I, Soriano JM, Colasuonno P, Muciaccia S, Gadaleta A.",Identification of new QTLs for quality traits and yield using tetraploid wheat interspecific backcross inbred lines.,,0,2,wheat,introgressed segment distribution,backcross inbred lines from wild Triticum turgidum var. dicoccoides,Analyzes introgression patterns and QTL mapping; demonstrates use of wild germplasm but no diversity optimization.,https://doi.org/10.1186/s12864-025-12323-0
10.3390/plants14172804,2025,"Yang Y, Sun F, Wei X, Wang Z, Ma J, Zhang D, Li C, Lai C, Fu G, Li Y.",The Genetic Loci Associated with Fiber Development in Upland Cotton (&lt;i&gt;Gossypium hirsutum&lt;/i&gt; L.) Were Mapped by the BSA-Seq Technique.,,0,2,cotton,SNPs from bulked segregant analysis,introgression of chromosome segments from sea island cotton into upland cotton,QTL mapping in introgression lines; demonstrates use of secondary gene pool but no diversity-constrained selection.,https://doi.org/10.3390/plants14172804
10.3389/fpls.2025.1692942,2025,"Yang L, Yang R, Wang Y, Asad MAU, Wang Y, Chang Z, Miao T, Yang S, Wei Y, Wu S, Bao J, Wu M, Ye J, Zhai R, Ye S, Zhang X, Zeng F, Yu F.",Integrative genomic and transcriptomic approaches decipher pre-harvest sprouting resistance in rice.,,0,2,rice,"1,584,905 high-quality SNPs from 165 accessions",GWAS for PHS resistance,Multi-omics diversity mapping and candidate gene identification; no diversity-aware selection algorithm.,https://doi.org/10.3389/fpls.2025.1692942
10.3389/fpls.2025.1602171,2025,"Qian Y, Katz E, Kliebenstein DJ, Taylor G.",Breeding indoor watercress for enhanced crop biofortification: harnessing natural variation of wild germplasm.,,0,2,watercress,"morphology, sensory, nutritional quality variation (45–68% across 32 accessions)",,Quantifies phenotypic diversity in wild germplasm; no selection or breeding application method.,https://doi.org/10.3389/fpls.2025.1602171
10.1186/s12284-025-00882-5,2026,"Teng K, Wang X, Qin X, Huang Z, Meng S, Liu B, Yan W, Ma S, Zhang M, Xie Y, Fan Z, Cao X, Li M, Xu K, Li R, Li J.",Genetic Interaction Between Bph50 and Bph51 Confers Resistance to Brown Planthopper in Rice.,,0,2,rice,wild germplasm GXU184 SNP markers,marker-assisted selection (MAS) to pyramid Bph50 and Bph51 loci,Identifies and introgresses paired resistance loci; demonstrates MAS for trait combination without diversity loss.,https://doi.org/10.1186/s12284-025-00882-5
10.1038/s41598-025-27797-x,2025,"Sharma D, Mohapatra A, Sivakumar T, Kumari A, Budhlakoti N, Bashir L, Yadav A, Mir RR, Gahlaut V, Kulwal P, Vikas VK, Gaikwad KB, Singh AK, Singh GP, Kumar S.",Dissecting the genetic architecture of pre-harvest sprouting tolerance in Indian dwarf wheat (Triticum sphaerococcum) by multi-locus association analysis.,,0,2,wheat,"15,308 high-quality SNPs from 116 global T. sphaerococcum accessions",multi-locus GWAS for PHS tolerance,Genome-wide diversity assessment and multi-environment association; no explicit diversity-constrained selection method.,https://doi.org/10.1038/s41598-025-27797-x
10.1038/s41467-025-66100-4,2025,"Zhang Z, Ma S, Yin M, Zhao C, Zhao X, Yu Y, Wang H, Li X, Si Y, Niu J, Xie J, Wang L, Wu J, Zhang Y, Zheng Q, Zheng S, Jiang N, Liu X, Ling HQ, He F.",Population-scale gene expression analysis reveals the contribution of expression diversity to the modern wheat improvement.,,0,2,wheat,"expression diversity, eQTL",,Quantifies expression variation across landraces and elite lines; documents breeding-driven directional changes.,https://doi.org/10.1038/s41467-025-66100-4
10.1093/aob/mcaf226,2026,"Walter N, King I, King J, Grewal S.","Gametocidal genes: biological mechanisms owing to hybrid dysgenesis in crop breeding, challenges and innovation.",,0,2,multi-crop,,introgression from wild relatives,Reviews challenges introgressing diversity from wild/diverse accessions due to gametocidal genes.,https://doi.org/10.1093/aob/mcaf226
10.1073/pnas.2607107123,2026,"Ning W, Arick MA, Udall JA, Hsu CY, Abdala-Roberts L, Solís-Rodríguez U, Briones-May Y, Magbanua ZV, Pechanova O, Bustos-Segura C, Clancy MV, Díaz-Cruz S, Garnica-Cabrera A, Mamin M, Yu JZ, Turlings T",Genomic diversity and the domestication history of cotton (&lt;i&gt;Gossypium hirsutum&lt;/i&gt;).,,0,2,cotton,"genome heterozygosity, genetic load, population structure, transposable element burden",,Quantifies wild-population diversity patterns and genetic bottleneck effects; domestication history.,https://doi.org/10.1073/pnas.2607107123
10.1007/s00122-026-05234-5,2026,"Tan K, Guo Z, Schnurbusch T.",Pan-genome analysis reveals hidden diversity and selection signatures of auxin response factors (ARFs) associated with breeding in barley.,,0,2,barley,"gene presence/absence variation, copy number variation, selection signatures, haplotype diversity",,Pan-genome diversity and selection sweep signatures in ARF family; barley breeding haplotypes identified.,https://doi.org/10.1007/s00122-026-05234-5
10.1371/journal.pone.0338577,2025,"Hammami MDE, Kthiri Z, Hamada W, Malvar RA, Karmous C, Revilla P.",Genotypic variability of Tunisian maize landraces: A valuable genetic resource to mitigate drought and heat stress in the Mediterranean basin.,,0,2,maize,"genotypic variability, stress-response traits",landrace pre-selection and multi-environment evaluation,Evaluates Tunisian maize landraces for drought/heat stress; identifies adapted germplasm for breeding.,https://doi.org/10.1371/journal.pone.0338577
10.1111/pbi.70473,2026,"Wang Z, Liu P, Jiao C, Zhang Y, Xu Z, Lin T, Zhu Y, Jing X, Huang Y, Chao N, Zhao M, Liu Y, Liu H, Sun B, Zhang F, Li Q, Lv Z, Sun X, Lin YJ, Wei J.",Haplotype-Resolved Genome Assembly and Population Genomics Reveal Evolutionary History and Agronomic Traits of Mulberry.,,0,2,mulberry,"population structure, genetic differentiation, haplotype diversity, GWAS-identified trait loci",population genomics and genebank sampling,Quantifies mulberry population diversity and differentiation; maps haplotypes for production traits.,https://doi.org/10.1111/pbi.70473
10.1101/2023.11.29.568958,2023,"Cavalet-Giorsa E, González-Muñoz A, Athiyannan N, Holden S, Salhi A, Gardener C, Quiroz-Chávez J, Rustamova SM, Elkot AF, Patpour M, Rasheed A, Mao L, Lagudah ES, Periyannan SK, Sharon A, Himmelbach A",Origin and evolution of the bread wheat D genome,,0,2,wheat,"genetic diversity loss from polyploidization, domestication, breeding bottlenecks; haplotype diversity at resistance loci",pangenome resources; haplotype analysis for allele discrimination,Demonstrates wild relative genetic reservoir for bread wheat; documents diversity and introgression potential.,https://doi.org/10.1101/2023.11.29.568958
10.1101/2023.11.27.568448,2023,"Burridge AJ, Winfield M, Przewieslik-Allen A, Edwards KJ, Siddique I, Barral-Arca R, Griffiths S, Cheng S, Huang Z, Feng C, Dreisigacker S, Bentley AR, Brown-Guedira G, Barker GL.",Development of a Next Generation SNP Genotyping Array for Wheat,,0,2,wheat,SNP diversity from elite and landrace skim sequencing; varietal discrimination via haplotype optimization,minimal marker optimization within 1.5 Mb windows; Watkins Core Collection basis,Core-collection-based marker design captures germplasm diversity; array supports diversity-aware selection.,https://doi.org/10.1101/2023.11.27.568448
10.1186/s12864-026-13162-3,2026,"Kaweesi T, Bombom A, Mcebisi M, Asiimwe P, Ovuga E.",Ex Situ Diversity of Sorghum bicolor (L.) moench collections and derived wide crosses (sorghum x maize) based on DArTSeq markers.,,0,2,sorghum,"observed heterozygosity, expected heterozygosity, inbreeding coefficient, DArTSeq SNP markers",,Ex situ diversity assessment of 177 sorghum accessions using molecular markers; population structure but no selection strategy.,https://doi.org/10.1186/s12864-026-13162-3
10.64898/2026.02.03.703488,2026,"Oli A, Benor S, Haile G, Tadesse B, Beyene Y, Amudu MK, Gowda M.",From Diversity to Discovery: Genome-Wide Insights into the Genetic Landscape of Tropical Maize DH Lines,,0,2,maize,"gene diversity, polymorphic information content, minor allele frequency, observed heterozygosity, fixation index",,"Genome-wide diversity and population structure in 2,555 maize DH lines; heterotic groups identified, no optimization method.",https://doi.org/10.64898/2026.02.03.703488
10.1007/s00438-024-02222-6,2025,"Venadan S, Das AK, Dixit S, Arora A, Kumar B, Hossain F, Saha S, Rakshit S.",Characterization of Indian waxy and non-waxy maize germplasm for genetic differentiation through SNP genotyping.,,0,2,maize,"molecular diversity, kinship, linkage disequilibrium, population structure, SNP genotyping",,"Waxy/non-waxy germplasm characterization; diversity and population structure assessed, no selection method specified.",https://doi.org/10.1007/s00438-024-02222-6
10.1371/journal.pone.0332895,2025,"Assfaw AT, Bunmi O, Paterne A, Chigeza G, Mushoriwa H, Fowobaje K, Abebe AT.",Genetic diversity and population structure analysis of soybean [Glycine max (L.) Merrill] genotypes based on agro-morphological traits and SNP markers.,,0,2,soybean,"genetic diversity, population structure, SNP markers, phenotypic traits",,"Diversity and structure of 45 breeding lines; germplasm characterization for breeding strategy, no selection method.",https://doi.org/10.1371/journal.pone.0332895
10.3390/genes16101210,2025,"Makebe A, Shimelis H, Mashilo J.",Genetic Interrelationship Among Newly-Bred Mutant Lines of Wheat Using Diagnostic Simple Sequence Repeat Markers and Phenotypic Traits Under Drought.,,0,2,wheat,"polymorphic information content (PIC), alleles per locus, gene diversity",,"SSR-based diversity assessment of EMS mutant lines; characterizes genetic relationships among mutants for targeted selection, but no optimization algorithm.",https://doi.org/10.3390/genes16101210
10.3389/fpls.2025.1558741,2025,"Abu P, Badu-Apraku B, Ifie BE, Eleblu JSY, Ehemba GL, Tongoona PB, Offei SK.",SeqSNP-based genic markers reveal genetic architecture and candidate genes for low nitrogen tolerance in tropical maize inbred lines.,,0,2,maize,population structure (six sub-populations identified),marker-assisted selection (MAS) for low-nitrogen tolerance,SeqSNP-based germplasm characterization and population structure; identifies candidate genes for MAS but no diversity-preserving selection optimization.,https://doi.org/10.3389/fpls.2025.1558741
10.1016/j.bbrep.2025.102435,2026,"Hamid R, Ghorbanzadeh Z, Panahi B.",Integration of inter-simple sequence repeats with machine learning approach for diversity analysis and authentication of Iranian cotton cultivars.,,0,2,cotton,"observed alleles (Na), effective alleles (Ne), Shannon index (I), expected heterozygosity (He)",ISSR markers + machine learning for cultivar authentication,Quantifies genetic diversity in cultivated pool; addresses genetic-base narrowing but no selection method to recover diversity.,https://doi.org/10.1016/j.bbrep.2025.102435
10.1038/s41598-025-22122-y,2025,"Abed JN, Ibitoye DO, Afuape SO, Olasanmi B, Mushoriwa H, Agre PA.",Assessment of genetic diversity and phenotypic trait profiles among sweetpotato using single-nucleotide polymorphism (SNP) markers and agronomic variables.,,0,2,sweetpotato,"observed heterozygosity (Ho), SNP-based diversity metrics, cluster analysis",Multi Trait Genotype Ideotype Distance Index (MGIDI) for top-ranking genotype selection,Characterizes germplasm diversity via SNPs; MGIDI ranks genotypes by multi-trait merit but not explicit diversity-gain trade-off.,https://doi.org/10.1038/s41598-025-22122-y
10.1038/s41598-026-44863-0,2026,"Bilgen Y, Akça Y, Yıldız K, Yıldırım K.",Unraveling genetic diversity in 'Foşa' and 'Yomra' hazelnut accessions (Corylus avellana L.) using SSR markers and phenotypic analysis.,,0,2,hazelnut,"genetic diversity (0.53), observed heterozygosity (0.31), polymorphism rate (0.48)",,SSR-based diversity characterization and population structure in two varieties; no selection strategy for diversity preservation or gain.,https://doi.org/10.1038/s41598-026-44863-0
