doi,year,authors,title,journal,citations,relevance,metric_advocated,theme,relevance_note,url
10.3390/plants15111603,2026,"Mihai G, Alexandru AM, Teodosiu M, Stoica E, Garbacea P, Ifrim L.",Advanced Generation Seed Orchard of &lt;i&gt;Abies alba&lt;/i&gt; Mill. in Romania Combining Genetic Gain and Diversity.,,0,2,"additive genetic variance, family/individual heritability, genetic correlation",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Advanced-generation seed-orchard breeding combining genetic gain and diversity; establishes heritability framework for gain-diversity trade-off but not computational methods.,https://doi.org/10.3390/plants15111603
10.1093/g3journal/jkag049,2026,"Boyny ZZ, Lester N, Massel K, Powell O, Snowdon RJ, Weber SE.",Simulating the impact of recombination rate on genomic selection breeding outcomes.,,0,2,"genetic gain, marker density, training frequency, heritability, recombination rate effects",Allelic richness / rare alleles; Optimisation algorithms / cost,Simulates genomic-selection breeding outcomes including gain-diversity trade-offs; does not address diversity metrics or inner-loop computational cost.,https://doi.org/10.1093/g3journal/jkag049
10.3390/ani16111727,2026,"Marín JC, Venegas C, Morales GF, Monroy AP, Vásquez JP, López Rübke RA, Hinojosa Sáez AC, Chávez A, Johnson WE, Orozco-terWengel P.","Genetic Status of the Northernmost Population of the Endangered and Elusive Huemul Deer, &lt;i&gt;Hippocamelus bisulcus&lt;/i&gt;.",,0,2,"allelic richness, heterozygosity, effective population size",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,"Endangered-population genetic assessment; reports diversity metrics and Ne estimation but descriptive conservation survey, not selection optimisation framework.",https://doi.org/10.3390/ani16111727
10.1002/ece3.73393,2026,"Shahnaseri G, Malekian M, Müller M, Gailing O.",Conservation Hotspots of &lt;i&gt;Quercus castaneifolia&lt;/i&gt; Revealed Through the Integration of Genetic Diversity and Landscape Connectivity.,,0,2,"He, Fst, haplotype diversity, private haplotypes",Allelic richness / rare alleles; Optimisation algorithms / cost,Conservation genetics with microsatellites and landscape connectivity; addresses diversity patterns but not optimisation algorithms or selection constraints.,https://doi.org/10.1002/ece3.73393
10.1111/mec.70430,2026,"Basanta MD, Byrne AQ, Rosenblum EB, Richards-Zawacki CL, Voyles J.",Amphibians After Disease-Induced Declines: Genetic Insights Into Population Recoveries.,,0,2,"Effective population size, genetic bottleneck, genome-wide and immune genetic diversity",Allelic richness / rare alleles; Effective size; Optimisation algorithms / cost,Disease-driven decline and recovery; genomic diversity assessment in fragmented populations; relevant concepts but not optimisation-focused.,https://doi.org/10.1111/mec.70430
10.1002/ece3.73070,2026,"Long F, Ying MJ, Shi TQ, Garber PA, Pan RL, Lai JD, Huang ZP, Li BG, Zhang P.",Adaptive Genetic Variation in Black-and-White Snub-Nosed Monkeys (&lt;i&gt;Rhinopithecus bieti&lt;/i&gt;): Low Diversity and the Role of Balancing Selection.,,0,2,"MHC class I allelic diversity, gene diversity",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Threatened primate population; genomic diversity and immune allele retention relevant to conservation genetics but not optimisation algorithms.,https://doi.org/10.1002/ece3.73070
10.1186/s12864-026-12818-4,2026,"Ng'ang'a SI, Ward JA, Rossiter SJ, Faulkes CG, Bougiouri K, McHugo GP, Cotterill FPD, Nyachieo A, Thalmann O, Medugorac I, Krebs S, Sonstegard TS, Hanotte O, Bradley DG, Vaughan-Smith G, MacHugh DE, F",Accurate imputation of African cattle genomes using a diverse reference panel.,,0,2,"SNP imputation, genomic variation capture, genetic diversity of cattle",Allelic richness / rare alleles; Optimisation algorithms / cost,Reference panel for African cattle genotyping; infrastructure for genomic selection but does not address diversity loss metrics or optimizer integration.,https://doi.org/10.1186/s12864-026-12818-4
10.1186/s12870-026-08549-z,2026,"Patzer L, Schaarschmidt F, Linde M, Debener T.",Genome-wide detection of selection signatures in roses.,,0,2,"observed heterozygosity, selective sweeps",Heterozygosity / gene diversity; Optimisation algorithms / cost,Identifies selection signatures via heterozygosity reduction; relevant metric but no optimization or diversity-constrained breeding algorithm.,https://doi.org/10.1186/s12870-026-08549-z
10.3390/genes16121480,2025,"Qing X, Wang W, Xu L, Zhang Y, Zhao Y, Ge J, Shen X, Wang R, Xue Y, Wang F.",G2H: A Precise Block-Scanning Strategy for Genetic Background Assessment in Maize Backcross Breeding.,,0,2,"haplotype blocks, genetic background recovery, CFDI (fragment distribution)",OCS / contribution optimisation,Block-scanning for backcross background assessment; relevant to marker choice and efficiency but not diversity-loss quantification or OCS.,https://doi.org/10.3390/genes16121480
10.1038/s41588-026-02524-y,2026,"Zhang H, Windhorst A, Bornhofen E, Tulpova Z, Novak P, Macas J, Simkova H, Nadzieja M, Kim JM, Cram D, Cao Y, Konkin DJF, Sass O, Welna G, Himmelbach A, Mascher M, Link W, Kwon SJ, Yang TJ, Andersen S",Allelic variation at a single locus distinguishes spring and winter faba beans.,,0,2,"genome-wide association, major locus effect",Allelic richness / rare alleles,Identifies winter-hardiness locus; breeding-relevant but lacks diversity metrics or selection-constraint framework.,https://doi.org/10.1038/s41588-026-02524-y
10.1186/s40104-025-01334-2,2026,"Akhatayeva Z, Shi Y, Dossybayev K, Malmakov N, Cheng H, Baatar N, Yang J, Li M, Lin K, Xu S.",Genomic analysis reveals convergent signatures of selection for milk traits in sheep and goats.,,0,2,"genetic diversity, population structure, selection signatures, haplotype",Optimisation algorithms / cost,Milk-trait selection in sheep/goats; identifies selection signatures and genetic diversity but lacks diversity-loss metrics or computational-cost discussion for real-time optimization.,https://doi.org/10.1186/s40104-025-01334-2
10.3390/plants15101435,2026,"Su L, Liu F, Tang Y, Gao S, Niu H, Wang Y, Chen J, Liu T.",Improving Ramie Fiber: Current Progress and Future Directions in Molecular Breeding.,,0,2,Population genomic signatures; marker-assisted selection; genomic selection,Optimisation algorithms / cost,"Molecular breeding in ramie; fiber-trait loci mapping and genomic selection framework, but no diversity metrics or combinatorial optimization context.",https://doi.org/10.3390/plants15101435
10.3390/plants15030345,2026,"Morello L, Lee Y, Braglia L.",Exploring Duckweed Diversity at the Dawn of Its Cultivation Era: The Invaluable Legacy of the Landolt Collection.,,0,2,"genetic diversity, germplasm collections",Core collection / subset selection; Optimisation algorithms / cost,"Duckweed crop establishment; discusses germplasm diversity, breeding strategies, genomic resources. Useful context for trait-diversity trade-offs but no quantitative diversity metrics or selection algorithms.",https://doi.org/10.3390/plants15030345
10.1186/s12864-025-12272-8,2025,"Jiang L, Gao X, Zhang K, Xu K, Zheng J, Liu L, Song W, Chen S, Yan X.",Genomic differentiation between wild and domesticated populations of large yellow croaker (Larimichthys crocea): environmental impacts.,,0,2,"heterozygosity, selective sweep regions, genome-environment association",Heterozygosity / gene diversity; Optimisation algorithms / cost,Wild vs farmed population genomic differentiation and adaptive potential; aquaculture breeding context but no constrained optimisation or metrics comparison.,https://doi.org/10.1186/s12864-025-12272-8
10.3390/ani15203033,2025,"Zhang Y, Liu X, Liu J, Fu T, Huang H, Han M, Liang D, Gao T.",Genomic Insights into Genetic Diversity and Adaptation of Nanyang Cattle: Implications for Conservation and Breeding.,,0,2,"FST, nucleotide diversity (θπ), linkage disequilibrium",Optimisation algorithms / cost,"Cattle breed diversity, population structure, selected genes; lacks focus on loss-of-diversity metrics or combinatorial optimisation in selection.",https://doi.org/10.3390/ani15203033
10.1186/s12864-026-12850-4,2026,"Li G, Mao H, Li S, Wang H.",Divergent genetic and phenotypic trajectories in China' s maize hybrids.,,0,2,nucleotide diversity (π); Fst; allele frequency,Core collection / subset selection; Optimisation algorithms / cost,Maize germplasm pools; temporal genetic diversity tracking and phenotypic trade-offs; no selection algorithm or metric cost analysis.,https://doi.org/10.1186/s12864-026-12850-4
10.1186/s44399-026-00032-2,2026,"Adejumobi II, Mengesha W, Gedil M, Meseka S, Abubakar AM, Bonkoungou OT, Ouattara F, Badu-Apraku B, Menkir A, Derera J, Mushoriwa H.",Genomic-assisted refinement of heterotic groups in short-duration maturing tropical yellow and orange maize inbred lines.,,0,2,expected heterozygosity; polymorphic markers; PCA; DAPC,Heterozygosity / gene diversity; Optimisation algorithms / cost,Heterotic group refinement via genomic clustering; population structure and diversity characterization; no selection algorithm or computational cost.,https://doi.org/10.1186/s44399-026-00032-2
10.3389/fpls.2025.1699491,2025,"Chen SP, Liao CT.",Optimizing training sets to identify superior genotypes in hybrid populations.,,0,2,genomic diversity (mentioned as failure mode),Optimisation algorithms / cost,Training-set optimization for GS; notes GVaverage failed to maintain genomic diversity in small sets; relevant to diversity-constrained selection but not core focus.,https://doi.org/10.3389/fpls.2025.1699491
10.3390/plants14223412,2025,"Anisimova IN, Voronova ON, Gavrilova VA, Alpatieva NV, Radchenko EE.",Genetic Resources of Cereal and Oilseed Crops for Heterotic Hybrid Breeding.,,0,2,genetic distance for heterotic grouping,Optimisation algorithms / cost,"Heterosis, heterotic group assignment, cytoplasmic male sterility systems; genetic distance mentioned for parental selection; not quantitative diversity metrics or optimization.",https://doi.org/10.3390/plants14223412
10.1038/s41598-026-43220-5,2026,"Shamsuddoha M, Siddika A, Kamal ASMM, Mohiuddin SJ, Rashid M-, Latif MA, Haque MA.",Combining ability and molecular marker approach for developing early maturing high yielding hybrid rice.,,0,2,genetic distance (SSR markers); heterosis; combining ability,Optimisation algorithms / cost,Parental genetic distance predicts heterosis and hybrid performance; marker-based distance relates to diversity but not loss quantification in optimisation.,https://doi.org/10.1038/s41598-026-43220-5
10.3389/fpls.2026.1776708,2026,"Al-Mamari AH, Al-Jabri AH, Mayes S.",Genetic diversity and population structure of Omani date palm assessed by SSR markers.,,0,2,"allelic richness, expected heterozygosity, inbreeding coefficient, Fst, Nei's D",Allelic richness / rare alleles; Heterozygosity / gene diversity; Core collection / subset selection,SSR-based diversity profiling and population structure in clonal germplasm; relevant metrics but no selection optimisation.,https://doi.org/10.3389/fpls.2026.1776708
10.1002/ece3.73527,2026,"Contreras R, Arias-Aburto M, Bessega C.","Genetic Diversity, Population Structure and Evidence of Genetic Bottleneck in &lt;i&gt;Geoffroea decorticans&lt;/i&gt; (Fabaceae): Implications for Conservation.",,0,2,"allelic richness, heterozygosity, effective population size, M-ratio, bottleneck tests",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Conservation genetics with diversity metrics and Ne estimation; no breeding selection or optimisation algorithm.,https://doi.org/10.1002/ece3.73527
10.1371/journal.pone.0339458,2025,"Van Doornik DM, Berejikian BA, Claiborne AM.","Genetic monitoring of a long-term, large-scale experimental steelhead supplementation program.",,0,2,"expected heterozygosity, allelic richness, effective population size",Allelic richness / rare alleles; Heterozygosity / gene diversity; Effective size,Long-term genetic monitoring under supplementation; diversity preservation demonstrated but no active selection optimisation.,https://doi.org/10.1371/journal.pone.0339458
10.3390/biology14060681,2025,"Rucińska A, Chwedorzewska KJ, Bednarek PT, Boczkowska M, Puchalski J, Androsiuk P, Czaplicka E.",Halfway Through Ex Situ Population Genetic Lifespan: The Case of &lt;i&gt;Cochlearia polonica&lt;/i&gt;.,,0,2,"expected heterozygosity (He), Shannon's Information Index",Allelic richness / rare alleles; Heterozygosity / gene diversity; Optimisation algorithms / cost,Monitors genetic diversity loss in ex situ population over generations; demonstrates He and Shannon index as diversity-trajectory metrics but no selection optimization.,https://doi.org/10.3390/biology14060681
10.3390/genes16091050,2025,"Ahmed MM, Abousaad SM, Abdel-Magid SS, El-Tantawi SM, Ali HM, El-Gendy EA, Abouzeid NA, Yang L, Hayes K, Hamilton MS, Abouzeid AM, Wang Y.",Genetic Mapping and Diversity of Indigenous and Exotic Rabbits: Adaptive and Conservation Strategies.,,0,2,"allelic richness, expected heterozygosity, FIS, FST, within-breed diversity",Allelic richness / rare alleles; Heterozygosity / gene diversity; Optimisation algorithms / cost,"Breeding program context with diversity metrics (heterozygosity, allele counts, inbreeding coefficients) reported; no computational optimization or inner-loop cost assessment.",https://doi.org/10.3390/genes16091050
